url_name,ticker_symbol,timestamp
Smart Money,ATRO,2025-06-30_05-15-13
Smart Money,AVAV,2025-06-30_05-15-13
Smart Money,CAKE,2025-06-30_05-15-13
Smart Money,CALM,2025-06-30_05-15-13
Smart Money,CAR,2025-06-30_05-15-13
Smart Money,CRMT,2025-06-30_05-15-13
Smart Money,ETSY,2025-06-30_05-15-13
Smart Money,FLNC,2025-06-30_05-15-13
Smart Money,GOLF,2025-06-30_05-15-13
Smart Money,HLF,2025-06-30_05-15-13
Smart Money,MEDP,2025-06-30_05-15-13
Smart Money,MGNI,2025-06-30_05-15-13
Smart Money,MODV,2025-06-30_05-15-13
Smart Money,MP,2025-06-30_05-15-13
Smart Money,ODD,2025-06-30_05-15-13
Smart Money,PBF,2025-06-30_05-15-13
Smart Money,PII,2025-06-30_05-15-13
Smart Money,RDFN,2025-06-30_05-15-13
Smart Money,SHAK,2025-06-30_05-15-13
Smart Money,THO,2025-06-30_05-15-13
